region_code,region_name,geographic_level,state,year,year_range,number_of_non_employing_businesses,number_of_employing_businesses_1_4_employees,number_of_employing_businesses_5_19_employees,number_of_employing_businesses_20_or_more_employees,total_number_of_businesses,number_of_non_employing_business_entries,number_of_employing_business_entries_1_4_employees,number_of_employing_business_entries_5_19_employees,number_of_employing_business_entries_20_or_more_employees,total_number_of_business_entries,number_of_non_employing_business_exits,number_of_employing_business_exits_1_4_employees,number_of_employing_business_exits_5_19_employees,number_of_employing_business_exits_20_or_more_employees,total_number_of_business_exits,agriculture_forestry_and_fishing,mining,manufacturing,electricity_gas_water_and_waste_services,construction,wholesale_trade,retail_trade,accommodation_and_food_services,transport_postal_and_warehousing,information_media_and_telecommunications,financial_and_insurance_services,rental_hiring_and_real_estate_services,professional_scientific_and_technical_services,administrative_and_support_services,public_administration_and_safety,education_and_training,health_care_and_social_assistance,arts_and_recreation_services,other_services,currently_unknown,number_of_businesses_with_turnover_of_zero_to_less_than_50k,number_of_businesses_with_turnover_of_50k_to_less_than_200k,number_of_businesses_with_turnover_of_200k_to_less_than_2m,number_of_businesses_with_turnover_of_2m_to_less_than_5m,number_of_businesses_with_turnover_of_5m_to_less_than_10m,number_of_businesses_with_turnover_of_10m_or_more,number_of_business_entries_with_turnover_of_zero_to_less_than_50k,number_of_business_entries_with_turnover_of_50k_to_less_than_200k,number_of_business_entries_with_turnover_of_200k_to_less_than_2m,number_of_business_entries_with_turnover_of_2m_to_less_than_5m,number_of_business_entries_with_turnover_of_5m_to_less_than_10m,number_of_business_entries_with_turnover_of_10m_or_more,number_of_business_exits_with_turnover_of_zero_to_less_than_50k,number_of_business_exits_with_turnover_of_50k_to_less_than_200k,number_of_business_exits_with_turnover_of_200k_to_less_than_2m,number_of_business_exits_with_turnover_of_2m_to_less_than_5m,number_of_business_exits_with_turnover_of_5m_to_less_than_10m,number_of_business_exits_with_turnover_of_10m_or_more,private_sector_houses,private_sector_dwellings_excluding_houses,total_private_sector_dwelling_units,total_dwelling_units,value_of_private_sector_houses,value_of_private_sector_dwellings_excluding_houses,total_value_of_private_sector_dwelling_units,value_of_residential_building,value_of_non_residential_building,value_of_total_building,number_of_established_house_transfers,median_price_of_established_house_transfers,number_of_attached_dwelling_transfers,median_price_of_attached_dwelling_transfers,debtors_entering_business_related_personal_insolvencies,debtors_entering_non_business_related_personal_insolvencies,total_debtors_entering_personal_insolvencies,managers,professionals,technicians_and_trades_workers,community_and_personal_service_workers,clerical_and_administrative_workers,sales_workers,machinery_operators_and_drivers,labourers,debtors_with_other_or_unknown_occupations,area_of_holding_total_area,dairy_cattle_total,meat_cattle_total,sheep_and_lambs_total,pigs_total,meat_chickens_total,broadacre_crops_total_area,vegetables_total_area,orchard_fruit_trees_and_nut_trees_total_area,agricultural_production_total_gross_value,crops_total_gross_value,livestock_slaughtered_and_other_disposals_total_gross_value,agriculture_forestry_and_fishing_pct,mining_pct,manufacturing_pct,electricity_gas_water_and_waste_services_pct,construction_pct,wholesale_trade_pct,retail_trade_pct,accommodation_and_food_services_pct,transport_postal_and_warehousing_pct,information_media_and_telecommunications_pct,financial_and_insurance_services_pct,rental_hiring_and_real_estate_services_pct,professional_scientific_and_technical_services_pct,administrative_and_support_services_pct,public_administration_and_safety_pct,education_and_training_pct,health_care_and_social_assistance_pct,arts_and_recreation_services_pct,other_services_pct,industry_of_employment_inadequately_described_or_not_stated_pct,total_persons_employed_aged_15_years_and_over,houses_additions,houses_removals,houses_total,townhouses_additions,townhouses_removals,townhouses_total,apartments_additions,apartments_removals,apartments_total,total_dwelling_additions,total_dwelling_removals,total_dwellings
3,Queensland,state,QLD,2020,2019-20,276478.0,112486.0,42945.0,12002.0,443911.0,,,,,,,,,,,40737.0,1825.0,16638.0,1400.0,77086.0,13635.0,25738.0,17774.0,35374.0,3480.0,17581.0,53036.0,53927.0,19629.0,1222.0,6792.0,29297.0,5633.0,22638.0,469.0,115813.0,143474.0,154194.0,18159.0,6252.0,6019.0,,,,,,,,,,,,,20322.0,9875.0,30197.0,30492.0,7593.0,3230.0,10824.0,11430.0,9227.0,20658.0,66377.0,492000.0,26465.0,395000.0,1614.0,4541.0,6157.0,617.0,614.0,904.0,750.0,702.0,467.0,654.0,837.0,601.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20521.0,2336.0,1564458.0,5519.0,66.0,254469.0,9736.0,58.0,302539.0,35776.0,2460.0,2123046.0
3,Queensland,state,QLD,2021,2020-21,270926.0,133587.0,44445.0,11855.0,460813.0,47544.0,19978.0,1603.0,208.0,69333.0,43366.0,8014.0,1763.0,307.0,53450.0,41177.0,1785.0,17224.0,1451.0,79274.0,14008.0,27446.0,18574.0,34571.0,3727.0,18604.0,54488.0,56791.0,20596.0,1198.0,7148.0,31738.0,6144.0,24451.0,418.0,128447.0,145573.0,155908.0,18310.0,6387.0,6188.0,29903.0,26694.0,12157.0,364.0,122.0,93.0,26863.0,16873.0,8976.0,553.0,161.0,141.0,29532.0,12016.0,41548.0,41914.0,11082.0,4345.0,15427.0,16232.0,8928.0,25160.0,98633.0,525000.0,43114.0,429000.0,855.0,2236.0,3091.0,336.0,285.0,439.0,367.0,295.0,199.0,319.0,377.0,474.0,134842014.5,123252.9,10605366.0,2079829.4,754884.6,22365524.9,2633226.5,39108.6,43323.0,14552.7,6982.2,6936.2,2.6,2.3,5.7,1.2,9.1,2.4,9.3,7.2,4.7,1.0,2.6,1.8,6.7,3.4,6.2,8.8,15.4,1.5,3.9,4.5,2444090.0,20276.0,2813.0,1581921.0,4462.0,58.0,258873.0,5338.0,128.0,307749.0,30092.0,2999.0,2150139.0
3,Queensland,state,QLD,2022,2021-22,285839.0,137363.0,46174.0,12926.0,482302.0,56100.0,21278.0,1843.0,288.0,79509.0,44334.0,12236.0,2451.0,384.0,59405.0,41872.0,1848.0,17930.0,1530.0,82950.0,14210.0,28891.0,19311.0,34450.0,3921.0,19621.0,57289.0,59850.0,21691.0,1226.0,7590.0,34754.0,6640.0,26359.0,369.0,122073.0,153572.0,170995.0,21058.0,7467.0,7137.0,30437.0,33308.0,14891.0,571.0,152.0,150.0,26765.0,16815.0,8951.0,560.0,160.0,144.0,24332.0,13759.0,38091.0,38469.0,11014.0,5431.0,16445.0,17343.0,11067.0,28409.0,104335.0,617000.0,51513.0,475000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25839.0,3601.0,1604159.0,3923.0,116.0,262680.0,5069.0,160.0,312658.0,34862.0,3877.0,2181124.0
3,Queensland,state,QLD,2023,2022-23,299839.0,135427.0,47597.0,14162.0,497025.0,55942.0,20647.0,1778.0,238.0,78605.0,52621.0,13608.0,2707.0,458.0,69394.0,41935.0,1834.0,18288.0,1601.0,85501.0,14398.0,29354.0,19601.0,36272.0,3972.0,20292.0,57939.0,61513.0,23045.0,1272.0,7769.0,37418.0,6976.0,27605.0,440.0,116840.0,160721.0,180411.0,22728.0,8189.0,8136.0,26077.0,35869.0,15838.0,556.0,141.0,124.0,31733.0,23041.0,13555.0,902.0,252.0,245.0,21371.0,13977.0,35348.0,35845.0,11239.0,7274.0,18513.0,19544.0,16275.0,35819.0,80414.0,652000.0,41053.0,510000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Queensland,state,QLD,2024,2023-24,312614.0,134743.0,48130.0,14957.0,510444.0,58546.0,20077.0,1927.0,289.0,80839.0,52957.0,12735.0,2652.0,472.0,68816.0,41551.0,1895.0,18364.0,1632.0,87004.0,14359.0,29403.0,19896.0,39062.0,4002.0,21218.0,59515.0,63276.0,23618.0,1269.0,7941.0,40596.0,7147.0,28393.0,303.0,117664.0,163303.0,187874.0,23993.0,8744.0,8862.0,27247.0,36124.0,16589.0,609.0,173.0,105.0,29858.0,24035.0,13628.0,860.0,234.0,212.0,21600.0,10887.0,32487.0,32922.0,12260.0,5707.0,17967.0,19040.0,15093.0,34134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,South Australia,state,SA,2011,2010-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50020160.0,140605.0,1021635.0,10581222.0,371327.0,,,,,,,,3.9,1.3,10.5,1.3,7.5,3.5,11.2,6.3,4.2,1.4,3.0,1.3,5.5,3.4,7.1,7.9,13.6,1.3,3.9,1.9,739359.0,,,,,,,,,,,,
4,South Australia,state,SA,2016,2015-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.0,1311.0,1751.0,159.0,123.0,251.0,203.0,193.0,152.0,176.0,251.0,253.0,47579721.0,134716.0,913890.0,10744162.0,408468.0,12277875.0,3162312.0,,,6228.8,3587.4,1952.6,4.0,1.2,8.0,1.2,7.6,2.8,10.7,6.7,4.1,1.3,2.7,1.3,5.6,3.6,7.1,8.6,14.8,1.4,3.9,3.3,746105.0,,,,,,,,,,,,
4,South Australia,state,SA,2017,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.0,1469.0,1873.0,153.0,154.0,259.0,231.0,205.0,166.0,175.0,266.0,276.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7248.0,2458.0,600729.0,1547.0,263.0,113835.0,1074.0,190.0,54292.0,9870.0,2911.0,769825.0
4,South Australia,state,SA,2018,2017-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22497.0,415000.0,7799.0,365000.0,437.0,1525.0,1965.0,180.0,170.0,272.0,245.0,230.0,164.0,192.0,256.0,257.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7754.0,2826.0,605657.0,1721.0,330.0,115226.0,1260.0,184.0,55368.0,10739.0,3340.0,777224.0
4,South Australia,state,SA,2019,2018-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7909.0,2713.0,10622.0,10762.0,2413.0,632.0,3045.0,3136.0,2102.0,5238.0,21457.0,425000.0,7703.0,372000.0,350.0,1278.0,1628.0,155.0,158.0,218.0,200.0,160.0,121.0,157.0,250.0,205.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8094.0,2551.0,611200.0,1990.0,401.0,116815.0,1676.0,9.0,57035.0,11771.0,2961.0,786034.0
4,South Australia,state,SA,2020,2019-20,96066.0,31606.0,13947.0,3764.0,145383.0,,,,,,,,,,,17097.0,521.0,6323.0,581.0,23544.0,5307.0,8510.0,6097.0,11076.0,980.0,6003.0,18164.0,14953.0,5855.0,361.0,1663.0,9872.0,1605.0,6646.0,225.0,37900.0,48051.0,49618.0,5882.0,2018.0,1914.0,,,,,,,,,,,,,7867.0,3399.0,11266.0,11734.0,2458.0,923.0,3381.0,3553.0,3193.0,6746.0,20780.0,425000.0,7514.0,375250.0,314.0,904.0,1215.0,117.0,97.0,153.0,173.0,134.0,73.0,117.0,175.0,177.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6870.0,2467.0,615603.0,1435.0,279.0,117971.0,961.0,51.0,57945.0,9266.0,2797.0,792503.0
4,South Australia,state,SA,2021,2020-21,95196.0,36244.0,14326.0,3696.0,149462.0,14795.0,4321.0,505.0,69.0,19690.0,13309.0,1847.0,478.0,84.0,15718.0,17076.0,513.0,6401.0,599.0,24189.0,5349.0,8844.0,6415.0,11119.0,1040.0,6139.0,18605.0,15578.0,6141.0,356.0,1815.0,10459.0,1650.0,6976.0,198.0,40774.0,48943.0,49738.0,6068.0,1991.0,1948.0,8288.0,7806.0,3386.0,142.0,41.0,27.0,8093.0,4669.0,2688.0,163.0,47.0,49.0,11427.0,2457.0,13884.0,14078.0,3496.0,723.0,4219.0,4352.0,3825.0,8177.0,26174.0,450000.0,9886.0,398125.0,142.0,496.0,642.0,51.0,51.0,73.0,75.0,58.0,41.0,56.0,73.0,152.0,46180543.4,111049.4,936715.2,10777694.2,379712.6,23471623.1,3777232.5,,24959.2,7682.0,5220.1,1753.7,3.8,1.3,7.2,1.3,8.3,2.4,9.7,6.6,4.1,1.0,2.8,1.2,6.2,3.8,6.7,8.8,16.4,1.4,3.9,3.3,839414.0,8137.0,2927.0,620813.0,1435.0,254.0,119152.0,1501.0,185.0,59261.0,11076.0,3366.0,800213.0
4,South Australia,state,SA,2022,2021-22,99564.0,37697.0,14863.0,4007.0,156131.0,17839.0,4906.0,553.0,105.0,23403.0,13477.0,2743.0,613.0,94.0,16927.0,17089.0,521.0,6648.0,617.0,25370.0,5498.0,9160.0,6683.0,11688.0,1097.0,6477.0,19269.0,16265.0,6623.0,385.0,2007.0,11209.0,1834.0,7533.0,158.0,39537.0,51276.0,53916.0,6839.0,2365.0,2198.0,9248.0,9795.0,4056.0,189.0,61.0,54.0,8095.0,4658.0,2682.0,161.0,47.0,51.0,9818.0,2920.0,12738.0,12801.0,3385.0,986.0,4371.0,4535.0,5731.0,10266.0,28271.0,537500.0,10900.0,420000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8711.0,2550.0,626974.0,1486.0,333.0,120305.0,858.0,26.0,60093.0,11055.0,2909.0,808359.0
4,South Australia,state,SA,2023,2022-23,103754.0,36418.0,15098.0,4334.0,159604.0,17593.0,4463.0,532.0,60.0,22648.0,16783.0,3495.0,832.0,130.0,21240.0,16889.0,543.0,6685.0,616.0,25803.0,5604.0,9101.0,6692.0,12626.0,1103.0,6627.0,19584.0,16498.0,6989.0,374.0,2054.0,11934.0,1930.0,7758.0,194.0,38157.0,53772.0,55259.0,7412.0,2548.0,2456.0,7731.0,10594.0,4073.0,172.0,45.0,33.0,9912.0,6796.0,4199.0,297.0,91.0,68.0,9516.0,2736.0,12252.0,12525.0,3812.0,1137.0,4949.0,5113.0,4005.0,9118.0,24294.0,602000.0,8947.0,467500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,South Australia,state,SA,2024,2023-24,108805.0,35915.0,15258.0,4476.0,164454.0,19531.0,4700.0,621.0,85.0,24937.0,16095.0,3082.0,762.0,142.0,20081.0,16585.0,529.0,6702.0,639.0,26483.0,5747.0,9038.0,6845.0,13975.0,1130.0,6866.0,20204.0,16884.0,7237.0,389.0,2164.0,12903.0,1969.0,8025.0,140.0,38824.0,55059.0,57249.0,7945.0,2806.0,2629.0,8671.0,11405.0,4590.0,197.0,51.0,38.0,9092.0,6725.0,3879.0,281.0,66.0,62.0,8669.0,2296.0,10965.0,11311.0,3780.0,908.0,4688.0,4965.0,3986.0,8951.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Western Australia,state,WA,2011,2010-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82785251.0,110904.0,1858873.0,13674752.0,267804.0,,,,,,,,2.4,6.2,8.2,1.1,10.2,3.6,10.1,5.9,4.5,1.1,2.5,1.7,7.2,3.1,6.2,8.0,10.4,1.3,3.9,2.2,1097879.0,,,,,,,,,,,,
5,Western Australia,state,WA,2016,2015-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,979.0,2032.0,3009.0,325.0,242.0,542.0,265.0,367.0,205.0,385.0,377.0,305.0,76802353.0,124782.0,1878471.0,13861742.0,,,7834926.0,,,8192.5,5540.0,1719.2,2.5,6.3,5.6,1.2,9.8,2.5,9.5,6.4,4.6,1.0,2.4,1.7,6.4,3.3,6.2,8.7,11.7,1.6,4.0,4.6,1157735.0,,,,,,,,,,,,
5,Western Australia,state,WA,2017,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1059.0,2568.0,3631.0,375.0,341.0,675.0,378.0,419.0,301.0,438.0,388.0,323.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16586.0,1932.0,848943.0,2286.0,96.0,147843.0,4997.0,8.0,75611.0,23873.0,2036.0,1073362.0
5,Western Australia,state,WA,2018,2017-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30928.0,460000.0,9318.0,395000.0,1100.0,3040.0,4136.0,399.0,396.0,739.0,442.0,472.0,356.0,510.0,532.0,306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14029.0,2122.0,860850.0,1974.0,73.0,149744.0,2684.0,54.0,78241.0,18691.0,2249.0,1089804.0
5,Western Australia,state,WA,2019,2018-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11978.0,2924.0,14902.0,15432.0,3923.0,810.0,4733.0,5003.0,3900.0,8903.0,29121.0,450000.0,8352.0,375000.0,1063.0,2513.0,3578.0,374.0,384.0,614.0,376.0,414.0,272.0,457.0,419.0,273.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12657.0,2264.0,871243.0,1559.0,122.0,151181.0,2604.0,313.0,80532.0,16822.0,2699.0,1103927.0
5,Western Australia,state,WA,2020,2019-20,142082.0,52557.0,21848.0,6457.0,222944.0,,,,,,,,,,,16329.0,3023.0,9001.0,771.0,38795.0,6982.0,12456.0,8783.0,20613.0,1600.0,10649.0,25338.0,28454.0,9084.0,616.0,2801.0,13836.0,2695.0,10848.0,270.0,60564.0,71309.0,74224.0,9812.0,3541.0,3494.0,,,,,,,,,,,,,10903.0,2854.0,13757.0,14344.0,3681.0,921.0,4602.0,4896.0,4260.0,9156.0,30122.0,445000.0,8876.0,360000.0,856.0,1922.0,2781.0,307.0,282.0,476.0,282.0,310.0,222.0,320.0,337.0,246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10720.0,2081.0,879882.0,1164.0,128.0,152217.0,2770.0,107.0,83195.0,14656.0,2316.0,1116267.0
5,Western Australia,state,WA,2021,2020-21,140700.0,60655.0,22441.0,6484.0,230280.0,24123.0,8155.0,706.0,125.0,33109.0,21219.0,3404.0,809.0,183.0,25615.0,16430.0,3093.0,9283.0,791.0,39622.0,7151.0,12950.0,9107.0,20687.0,1618.0,10989.0,26223.0,29771.0,9517.0,608.0,2941.0,14803.0,2810.0,11638.0,248.0,66549.0,71514.0,75025.0,10145.0,3458.0,3589.0,14825.0,12547.0,5425.0,191.0,48.0,73.0,13417.0,7734.0,4038.0,242.0,95.0,111.0,22354.0,3687.0,26041.0,26947.0,6968.0,1451.0,8419.0,8794.0,4571.0,13365.0,45754.0,485000.0,13770.0,392000.0,357.0,875.0,1233.0,137.0,108.0,184.0,127.0,124.0,87.0,127.0,167.0,170.0,86440793.4,109431.0,2022715.3,12714683.7,391412.1,6002457.7,8378008.0,,11423.7,10201.3,7342.1,2027.5,2.3,7.5,5.3,1.2,8.8,2.5,8.8,6.5,4.5,0.8,2.2,1.4,6.9,3.1,5.9,8.8,13.6,1.6,3.9,4.6,1306249.0,11167.0,2765.0,888284.0,777.0,118.0,152876.0,1719.0,39.0,84875.0,13663.0,2922.0,1127008.0
5,Western Australia,state,WA,2022,2021-22,147922.0,61534.0,23300.0,7102.0,239858.0,28267.0,8957.0,896.0,175.0,38295.0,22189.0,5133.0,1085.0,210.0,28617.0,16424.0,3296.0,9693.0,785.0,41566.0,7216.0,13337.0,9476.0,20808.0,1694.0,11529.0,27213.0,31079.0,10083.0,615.0,3117.0,15955.0,3067.0,12683.0,222.0,62556.0,75325.0,81823.0,11791.0,4167.0,4196.0,14628.0,16176.0,7010.0,287.0,84.0,110.0,13354.0,7728.0,4000.0,240.0,94.0,111.0,15682.0,2908.0,18590.0,19166.0,5736.0,1246.0,6982.0,7361.0,5905.0,13266.0,39238.0,502000.0,15234.0,399000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11845.0,1884.0,898245.0,593.0,76.0,153393.0,1182.0,29.0,86028.0,13626.0,1989.0,1138645.0
5,Western Australia,state,WA,2023,2022-23,154890.0,60177.0,23856.0,7750.0,246673.0,28007.0,8358.0,798.0,142.0,37305.0,26264.0,5501.0,1233.0,253.0,33251.0,16182.0,3330.0,9756.0,826.0,42546.0,7276.0,13472.0,9663.0,22437.0,1741.0,11732.0,27614.0,31663.0,10671.0,636.0,3235.0,17148.0,3101.0,13416.0,228.0,60168.0,79565.0,85210.0,12314.0,4694.0,4722.0,12565.0,17306.0,6987.0,283.0,89.0,75.0,15544.0,10710.0,6475.0,419.0,121.0,114.0,12004.0,1432.0,13436.0,14020.0,5188.0,675.0,5863.0,6330.0,5395.0,11725.0,36456.0,540000.0,15152.0,393000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Western Australia,state,WA,2024,2023-24,162971.0,60186.0,24067.0,8172.0,255396.0,31153.0,8685.0,882.0,182.0,40902.0,25792.0,5289.0,1313.0,259.0,32653.0,15961.0,3348.0,9920.0,859.0,43466.0,7248.0,13545.0,9820.0,25526.0,1793.0,12106.0,28409.0,32420.0,11181.0,645.0,3295.0,18447.0,3177.0,14055.0,175.0,61870.0,81124.0,89139.0,13118.0,4972.0,5161.0,14092.0,18409.0,7932.0,300.0,96.0,78.0,14504.0,11188.0,6318.0,435.0,116.0,126.0,14463.0,2212.0,16675.0,17373.0,6688.0,1069.0,7757.0,8337.0,7008.0,15346.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Tasmania,state,TAS,2011,2010-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1499055.0,216566.0,407927.0,2204404.0,11656.0,,,,,,,,4.8,1.3,8.7,1.7,7.6,3.3,11.3,7.3,4.3,1.5,2.4,1.3,4.7,2.7,9.0,9.0,12.0,1.6,3.7,2.0,217297.0,,,,,,,,,,,,
6,Tasmania,state,TAS,2016,2015-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.0,570.0,721.0,57.0,55.0,100.0,77.0,70.0,71.0,81.0,101.0,114.0,1459082.0,262628.0,385857.0,2044400.0,,,26815.0,,,1484.9,,,5.3,1.0,6.9,1.6,7.6,2.2,10.9,7.6,4.2,1.4,2.1,1.2,4.7,3.0,7.8,9.3,14.2,1.9,3.7,3.4,216584.0,,,,,,,,,,,,
6,Tasmania,state,TAS,2017,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,619.0,743.0,63.0,49.0,96.0,96.0,83.0,69.0,64.0,124.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1826.0,70.0,215703.0,200.0,,15224.0,133.0,,13740.0,2159.0,70.0,245279.0
6,Tasmania,state,TAS,2018,2017-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10903.0,333000.0,2744.0,292500.0,133.0,683.0,812.0,66.0,51.0,103.0,90.0,81.0,83.0,72.0,149.0,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1786.0,75.0,217414.0,485.0,7.0,15702.0,59.0,39.0,13760.0,2330.0,121.0,247488.0
6,Tasmania,state,TAS,2019,2018-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2851.0,194.0,3045.0,3221.0,889.0,57.0,946.0,1003.0,673.0,1675.0,9761.0,355000.0,2555.0,325000.0,94.0,524.0,620.0,59.0,34.0,99.0,81.0,56.0,46.0,64.0,114.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2537.0,86.0,219865.0,247.0,2.0,15947.0,71.0,1.0,13830.0,2856.0,89.0,250255.0
6,Tasmania,state,TAS,2020,2019-20,23655.0,9808.0,4626.0,1196.0,39285.0,,,,,,,,,,,5627.0,121.0,1830.0,118.0,6429.0,1002.0,2614.0,2363.0,3026.0,263.0,1075.0,3944.0,3849.0,1396.0,99.0,464.0,2627.0,523.0,1865.0,50.0,10083.0,12609.0,13803.0,1806.0,531.0,453.0,,,,,,,,,,,,,2916.0,173.0,3089.0,3198.0,931.0,48.0,979.0,1028.0,588.0,1616.0,9091.0,385000.0,2270.0,346500.0,82.0,374.0,458.0,42.0,32.0,44.0,78.0,41.0,33.0,38.0,73.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2499.0,65.0,222299.0,221.0,3.0,16165.0,73.0,6.0,13897.0,2794.0,74.0,252975.0
6,Tasmania,state,TAS,2021,2020-21,23705.0,11063.0,4753.0,1202.0,40723.0,3684.0,1496.0,159.0,11.0,5350.0,3282.0,642.0,157.0,21.0,4102.0,5657.0,119.0,1894.0,121.0,6868.0,1036.0,2677.0,2412.0,3012.0,276.0,1133.0,4004.0,4066.0,1500.0,103.0,493.0,2765.0,550.0,2000.0,37.0,11054.0,12938.0,13851.0,1875.0,540.0,465.0,2348.0,2033.0,919.0,38.0,7.0,5.0,2109.0,1226.0,740.0,49.0,8.0,6.0,4011.0,185.0,4196.0,4292.0,1380.0,62.0,1442.0,1509.0,758.0,2267.0,10016.0,440000.0,2730.0,391000.0,30.0,215.0,249.0,21.0,16.0,26.0,31.0,21.0,16.0,29.0,31.0,59.0,1503082.9,309613.8,470458.9,2371245.0,11298.0,812667.8,38693.4,14536.1,2684.8,2113.5,1017.3,517.7,5.3,1.0,6.4,1.8,8.6,2.2,9.6,7.6,4.1,1.0,1.9,1.1,5.1,2.9,7.3,9.4,16.4,1.8,3.8,2.8,254722.0,2796.0,72.0,225023.0,211.0,7.0,16369.0,59.0,1.0,13955.0,3066.0,80.0,255961.0
6,Tasmania,state,TAS,2022,2021-22,24788.0,11367.0,4967.0,1291.0,42413.0,4253.0,1682.0,198.0,22.0,6155.0,3402.0,941.0,233.0,36.0,4612.0,5637.0,115.0,1965.0,127.0,7367.0,1038.0,2740.0,2478.0,3163.0,285.0,1193.0,4175.0,4217.0,1626.0,105.0,541.0,2891.0,596.0,2126.0,28.0,10850.0,13352.0,14931.0,2110.0,646.0,524.0,2483.0,2470.0,1139.0,41.0,14.0,8.0,2070.0,1221.0,736.0,48.0,8.0,6.0,2838.0,347.0,3185.0,3339.0,1095.0,120.0,1214.0,1276.0,790.0,2066.0,9390.0,575000.0,2359.0,489000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3428.0,121.0,228330.0,84.0,5.0,16448.0,74.0,,14029.0,3586.0,126.0,259421.0
